SEX,AGE
1,25
1,25
2,33
2,49
2,37
2,43
2,43
2,47
1,32
2,37
2,33
1,32
1,29
1,25
2,22
2,34
1,29
1,39
2,35
1,44
2,34
2,39
2,35
2,41
2,33
2,37
1,43
2,29
1,40
1,51
1,24
2,33
1,28
1,24
2,40
2,40
2,34
2,42
2,36
2,43
1,29
2,52
2,37
2,27
2,25
2,37
2,56
1,47
1,48
2,27
1,33
2,39
1,47
1,28
2,56
2,25
1,39
1,66
2,28
1,36
2,26
2,30
1,25
2,31
2,29
1,36
1,44
2,27
1,30
2,29
1,36
1,36
2,34
2,24
1,52
2,36
2,33
1,25
2,40
2,41
2,29
2,31
2,51
1,31
1,22
2,28
2,25
2,31
1,47
2,24
2,54
1,38
2,54
2,45
2,53
2,27
2,24
1,28
1,28
2,33
1,26
1,31
2,34
2,29
2,50
1,30
1,31
1,23
2,51
2,23
2,36
2,43
1,41
2,24
1,51
2,31
1,27
2,29
2,61
1,31
2,31
1,26
1,28
1,35
1,40
1,55
1,50
1,26
2,23
2,24
1,51
2,27
2,46
1,37
1,35
1,57
2,52
1,33
1,46
2,27
1,26
1,32
1,30
2,24
2,23
1,24
2,24
1,25
2,50
2,40
1,48
2,38
1,37
1,44
2,49
2,45
1,22
2,27
2,33
1,54
1,25
2,26
2,36
2,38
2,30
2,30
2,43
2,23
1,29
2,40
1,40
2,36
1,34
2,41
2,29
1,45
1,42
1,45
1,48
2,29
1,35
2,28
2,36
1,42
1,40
2,24
1,37
2,32
1,33
2,46
2,33
1,53
1,30
1,31
1,49
2,47
2,39
2,27
1,35
2,23
1,43
1,27
1,28
2,27
1,26
2,57
2,39
1,73
2,27
2,31
2,25
2,23
2,33
2,23
1,24
2,34
2,30
2,38
2,38
1,49
1,39
2,23
2,38
2,31
1,37
2,28
1,28
1,26
1,29
2,28
1,54
2,32
2,26
2,33
1,35
2,31
1,47
1,48
1,35
2,33
2,32
2,32
1,44
1,27
2,36
2,39
1,26
1,48
1,63
1,42
1,40
2,41
1,45
1,44
2,47
1,32
1,52
1,27
1,38
1,26
1,32
2,31
1,31
2,42
1,22
2,53
2,51
1,29
2,24
1,27
1,53
2,39
2,24
1,23
1,42
2,34
1,41
2,42
2,22
1,46
2,23
1,22
2,24
2,39
1,49
2,37
1,26
2,48
1,44
2,40
1,43
2,24
2,33
2,39
2,30
2,48
1,27
1,24
1,34
2,48
2,44
1,30
2,35
1,42
2,43
1,34
1,43
2,29
1,38
1,36
2,30
1,41
2,26
2,29
1,36
2,40
1,33
1,35
2,41
2,41
2,31
2,29
1,27
1,24
1,31
2,32
2,27
2,23
2,24
1,30
2,27
2,22
2,23
1,31
2,34
2,63
2,26
2,27
1,22
2,36
2,28
2,51
1,52
2,36
1,44
2,39
1,28
2,34
2,34
2,36
2,50
2,46
1,27
1,41
1,37
2,28
1,25
2,38
1,33
1,29
2,23
2,28
1,48
2,45
2,31
2,27
1,34
1,38
1,30
2,29
1,42
2,24
2,22
2,25
2,33
1,25
2,36
1,28
1,37
2,35
2,42
1,46
2,60
1,40
2,36
2,26
1,25
1,33
2,23
2,53
2,26
2,30
1,53
1,47
2,47
2,57
2,26
2,24
2,32
1,41
2,36
1,43
2,31
2,29
2,39
1,41
1,41
1,61
1,37
2,32
2,31
1,33
2,47
2,40
2,45
1,30
2,30
1,41
2,53
2,22
2,40
2,28
1,45
2,29
2,22
2,54
2,36
2,43
2,32
2,50
1,32
1,52
2,25
1,46
1,29
1,44
2,27
1,22
2,43
2,44
2,48
2,24
1,37
2,23
2,29
2,47
2,54
2,29
2,36
1,42
2,42
1,28
2,41
1,33
2,24
2,23
1,39
2,24
2,44
2,45
2,41
2,39
2,34
2,36
2,35
2,34
2,27
2,28
2,31
1,37
2,46
2,28
1,32
1,36
2,42
1,43
1,34
2,42
1,37
2,33
2,22
2,48
1,29
2,24
1,49
2,34
1,49
1,44
2,36
2,27
2,59
2,35
1,45
2,38
1,28
2,35
2,28
2,28
1,26
2,63
2,41
2,30
2,32
2,27
1,36
2,49
2,22
1,23
1,27
2,23
2,37
1,29
2,28
1,35
1,22
1,32
1,40
2,26
2,38
1,35
2,45
2,50
1,48
1,45
1,38
2,23
2,32
2,37
2,29
1,38
1,29
1,48
2,23
2,43
1,25
1,28
1,24
2,30
1,24
2,37
2,57
2,22
2,38
2,26
1,33
1,32
1,27
2,48
2,32
1,25
2,28
1,34
2,43
2,40
2,35
2,28
1,26
2,33
1,30
2,24
1,53
2,43
2,44
2,32
2,27
2,28
1,26
1,32
1,39
1,45
2,32
2,52
1,25
1,34
1,39
2,34
2,30
2,24
1,28
1,37
1,27
2,39
2,43
1,45
2,30
2,40
1,37
2,41
1,31
1,24
2,23
2,34
1,31
2,34
2,35
1,34
2,29
1,41
2,28
2,26
1,29
1,40
2,38
2,37
2,50
1,32
1,27
2,34
1,24
2,25
2,29
2,33
2,23
1,45
1,43
1,34
2,32
2,47
1,42
1,37
2,30
2,37
1,25
2,31
1,42
1,31
1,39
2,39
2,23
2,29
1,30
2,44
1,29
2,26
2,31
2,45
2,39
1,22
2,43
2,23
2,39
2,39
2,28
2,27
2,39
2,46
1,22
2,37
2,40
2,29
2,32
2,34
1,30
1,39
2,36
2,41
1,36
1,62
1,23
1,58
1,33
2,37
2,24
2,37
1,31
1,31
2,38
2,39
1,23
2,35
2,30
2,33
1,33
2,32
1,35
2,25
2,25
1,36
2,24
1,37
2,26
2,31
2,34
1,29
2,28
2,30
1,39
2,33
2,45
2,26
1,34
1,47
1,29
2,40
1,30
2,39
2,32
2,29
1,34
1,29
1,45
2,25
1,38
1,29
2,28
1,54
1,32
2,37
1,58
1,44
2,39
1,31
2,40
2,32
1,28
1,36
1,46
2,35
2,65
1,26
2,57
1,34
1,43
2,35
1,24
2,31
1,26
2,42
1,58
2,22
1,26
2,28
1,46
2,23
2,44
1,29
1,34
1,50
2,39
1,31
2,28
2,59
2,30
1,31
1,51
1,58
2,42
1,26
1,44
2,34
1,26
2,23
1,24
1,40
2,37
1,35
2,48
2,30
2,25
1,58
1,42
1,29
2,43
1,44
2,24
2,27
1,38
1,32
2,54
2,27
1,30
2,25
1,24
1,31
2,34
1,37
2,26
1,38
1,34
2,43
1,45
2,29
2,31
1,29
1,42
2,49
1,30
2,41
2,27
1,29
1,47
2,25
2,32
1,26
2,42
1,32
1,23
2,31
2,43
2,31
2,37
2,33
1,30
2,30
2,29
2,50
1,32
2,41
2,31
1,43
1,34
2,30
1,30
1,31
2,27
1,38
1,40
2,41
1,27
2,38
1,33
2,35
1,30
2,40
1,24
1,29
2,22
2,32
2,35
2,31
2,40
1,53
1,29
2,24
2,29
2,40
1,30
2,25
1,31
1,24
2,23
2,24
2,42
1,31
1,32
1,38
2,25
2,42
2,56
2,23
1,41
1,27
2,43
2,28
2,32
1,48
2,25
2,33
1,29
1,53
2,27
2,40
2,25
2,41
2,43
2,39
2,27
2,42
2,58
1,29
2,24
2,35
1,40
2,40
1,27
2,34
2,63
1,23
1,30
1,33
2,22
1,31
1,43
2,37
2,38
2,41
1,25
2,44
1,48
2,46
2,34
1,24
1,28
2,27
1,23
2,35
1,41
2,30
2,34
2,46
1,37
1,38
1,31
1,29
2,32
2,35
1,43
1,39
1,27
2,31
1,47
2,37
1,24
1,37
2,29
2,52
1,48
2,38
1,45
1,37
1,31
1,37
2,24
1,26
2,41
1,24
2,25
2,57
2,36
1,35
1,30
1,23
2,39
2,40
1,53
1,27
2,29
1,33
1,28
2,49
2,31
1,36
2,50
2,23
2,43
2,24
1,30
1,37
2,29
2,24
1,54
1,40
2,27
2,31
2,23
1,42
1,32
1,26
1,29
2,47
1,39
2,52
2,38
2,48
1,35
1,46
1,41
1,43
1,42
2,46
2,22
1,59
2,22
2,24
2,45
1,45
1,30
2,30
1,25
2,23
1,29
1,26
2,30
2,26
2,38
1,28
1,44
2,27
2,25
2,40
2,47
2,28
2,23
2,34
1,23
2,38
2,33
2,48
2,37
1,45
1,37
2,22
2,38
1,42
1,26
1,42
1,40
1,33
2,37
2,24
2,43
2,38
1,45
1,25
1,23
2,34
2,33
1,34
1,63
1,29
2,32
2,28
1,34
1,33
1,35
2,33
1,56
1,46
2,41
2,42
2,37
1,26
2,44
1,41
2,49
2,38
1,42
1,42
2,31
1,45
1,27
2,36
1,27
1,45
2,38
1,35
1,34
2,39
1,44
1,29
1,26
1,36
2,34
1,32
2,24
1,44
2,30
1,39
1,40
1,38
1,35
2,34
1,42
1,39
2,49
2,33
1,35
2,28
2,40
2,38
2,27
1,43
2,30
1,41
1,34
2,32
1,46
1,44
1,30
1,31
2,36
2,24
2,30
1,39
1,31
2,33
2,30
2,39
2,29
1,27
2,34
2,37
2,30
2,47
2,29
2,36
1,30
1,26
2,34
1,48
2,27
2,27
2,33
1,31
2,31
2,44
2,34
1,57
1,25
2,35
1,50
2,43
2,27
2,34
2,38
1,46
2,43
1,29
1,22
2,35
2,42
1,33
2,52
2,26
2,52
1,32
2,33
1,49
2,29
2,38
2,25
1,31
2,29
1,28
2,23
2,27
1,56
2,48
2,25
1,58
2,43
2,39
1,35
2,27
1,27
1,28
2,21
2,24
2,27
1,39
2,39
2,34
1,40
2,39
1,37
1,26
2,47
1,48
1,54
2,30
1,24
2,23
2,25
1,52
1,38
2,54
1,26
2,45
2,39
2,23
2,34
2,27
2,47
2,34
1,48
2,26
2,23
1,32
1,31
1,56
1,26
1,56
2,27
2,28
2,30
1,46
2,39
2,48
1,43
1,29
2,23
1,50
2,24
2,27
1,53
2,39
1,42
2,29
2,39
2,33
1,41
2,32
2,32
2,53
2,28
2,35
2,39
1,53
2,25
2,24
1,45
1,36
2,22
1,25
1,41
2,24
1,25
2,29
2,38
1,27
2,47
1,29
2,32
1,28
1,34
1,28
1,24
2,29
1,58
2,48
1,41
1,57
1,27
1,42
1,44
2,26
2,25
2,22
2,47
1,51
1,32
2,28
2,28
2,23
2,28
1,36
2,30
2,47
1,36
1,26
2,23
1,31
1,51
2,37
1,33
2,31
2,34
2,45
2,28
2,38
2,49
1,33
2,27
1,34
1,45
2,39
2,57
2,51
1,27
1,35
1,28
1,33
2,37
1,34
2,69
2,33
2,27
1,44
2,50
1,39
1,30
1,46
1,36
2,27
2,34
1,31
1,57
1,29
2,30
1,36
1,44
2,23
1,23
2,44
1,27
1,51
1,27
1,39
2,41
1,39
2,40
2,26
1,42
2,39
1,44
2,33
2,27
1,36
2,24
2,22
2,27
2,30
2,35
2,40
2,68
2,32
2,55
1,30
2,27
2,24
2,37
1,34
2,29
2,30
1,62
2,23
1,59
2,40
2,36
1,25
2,35
1,28
1,56
1,30
1,25
2,30
1,26
2,24
1,35
2,28
2,32
2,32
2,53
1,36
1,33
1,29
2,29
2,47
1,28
2,45
2,34
2,32
2,24
2,27
2,42
2,35
2,39
1,53
1,28
2,47
1,38
1,34
2,27
1,45
2,32
1,44
2,43
2,30
1,27
2,25
2,26
1,41
1,36
1,29
2,40
1,46
2,37
2,34
2,48
1,33
2,48
1,29
1,31
1,29
2,36
1,30
2,26
2,24
2,29
2,39
1,38
1,49
1,26
2,37
2,50
2,35
1,45
2,22
2,23
2,35
2,37
2,54
1,32
1,36
2,26
1,27
2,29
2,25
1,35
1,29
1,28
1,30
1,21
2,30
2,25
2,43
2,23
2,38
1,45
2,33
1,46
2,24
1,43
2,48
1,55
2,34
2,44
2,33
2,49
1,26
1,35
1,32
2,29
1,47
2,34
2,27
1,39
1,32
2,21
2,34
2,40
2,43
2,51
2,36
2,49
1,34
1,43
2,48
1,37
2,26
2,50
2,26
2,29
1,28
2,25
2,42
1,30
1,38
2,36
1,32
1,37
1,33
1,28
1,36
1,49
2,48
2,48
2,35
2,42
1,42
2,43
2,56
2,42
2,42
1,35
1,29
2,28
2,35
1,47
1,34
2,25
2,23
1,61
1,25
1,27
2,30
2,33
2,50
2,30
2,51
1,30
1,31
2,30
2,26
1,39
1,36
2,32
2,26
2,27
1,40
1,39
2,28
1,22
1,28
2,36
1,34
1,41
1,30
1,37
2,27
2,53
1,35
2,28
1,46
2,38
1,62
2,24
2,31
2,39
2,33
1,30
1,36
1,37
2,36
2,26
2,47
1,64
1,35
2,23
1,52
1,36
1,41
2,28
2,35
2,52
2,39
1,31
1,35
1,37
1,39
1,43
2,23
1,24
1,44
2,44
2,51
2,28
1,49
2,39
2,44
2,22
2,52
2,37
2,46
1,25
1,35
1,31
1,25
2,37
2,26
2,37
1,55
2,60
2,52
2,41
2,31
1,56
2,28
2,40
1,36
1,27
1,31
2,47
1,43
2,53
1,53
1,38
2,44
2,41
2,26
1,36
2,42
1,39
2,42
2,25
2,32
2,46
2,34
2,36
1,34
2,56
2,42
1,27
1,34
1,42
2,34
1,46
1,32
1,30
1,29
1,31
2,43
1,43
1,29
1,55
2,32
2,28
2,40
1,41
1,30
1,33
1,28
2,23
2,59
2,29
1,36
2,29
1,54
2,32
2,27
2,29
1,38
2,37
2,32
1,46
2,49
2,26
2,22
1,27
1,27
2,30
2,43
1,42
2,29
2,24
2,27
1,46
2,36
1,40
2,23
2,27
1,48
2,29
2,25
2,25
2,28
2,25
2,31
1,46
1,50
2,25
2,41
1,32
2,38
1,45
1,27
2,27
1,42
2,29
1,51
2,24
2,23
2,35
1,25
1,51
1,33
1,39
1,38
2,34
2,26
1,31
1,42
2,41
2,32
2,28
2,32
2,46
2,58
2,23
1,30
1,22
1,51
1,29
2,28
1,53
2,25
2,35
1,32
2,46
2,55
2,50
1,30
2,32
2,27
1,42
2,23
1,30
2,34
1,35
2,55
2,37
2,54
1,25
1,28
1,35
2,41
1,29
2,23
2,41
1,25
1,31
2,39
1,43
2,30
1,36
1,42
1,45
1,34
2,39
1,40
2,45
2,28
1,46
1,24
2,39
2,37
1,55
2,42
1,35
2,35
1,36
2,43
1,28
2,44
2,35
2,38
2,26
2,29
1,37
2,36
2,25
1,31
1,30
2,36
1,49
1,30
2,22
2,29
2,50
2,42
2,35
2,34
1,38
2,34
2,34
1,25
1,38
2,35
2,39
2,42
2,26
1,28
1,34
2,28
2,36
2,36
1,42
2,38
2,23
2,40
2,25
1,47
2,28
2,26
2,37
1,36
2,25
1,39
1,42
2,32
2,29
1,32
2,23
2,38
1,35
1,39
1,47
2,27
1,36
1,37
2,36
2,34
2,35
2,35
1,36
1,40
1,35
1,26
1,39
2,39
2,26
2,35
2,35
1,54
1,32
2,22
2,25
1,34
2,28
1,45
2,38
2,56
2,47
2,21
2,39
2,40
1,35
2,23
2,23
2,36
2,37
1,51
2,29
2,39
1,33
1,30
2,27
2,34
1,40
2,26
2,25
1,26
1,24
2,52
2,28
2,46
1,57
2,36
1,37
2,36
1,43
2,23
2,27
1,26
1,38
2,34
2,24
2,36
2,26
1,46
2,24
1,28
2,53
2,29
2,28
2,46
2,46
1,29
1,21
2,32
2,35
2,21
1,54
2,29
2,33
2,30
2,41
1,40
2,37
2,26
2,32
2,24
2,47
1,28
1,37
1,34
2,41
2,42
2,30
2,28
2,55
2,36
2,39
1,44
1,27
2,32
2,44
2,33
2,27
2,35
2,27
2,30
2,27
2,34
2,39
1,42
2,37
2,33
2,32
2,37
2,47
1,30
1,45
2,51
2,45
2,46
2,29
2,36
1,27
2,40
2,40
2,38
2,31
1,22
2,33
2,33
1,30
2,39
1,52
1,43
2,26
1,23
2,28
2,31
1,27
1,25
1,52
2,29
2,49
1,27
2,25
2,25
1,30
2,26
2,24
2,35
2,33
1,42
1,24
2,56
1,24
1,35
2,29
2,28
1,47
1,23
2,33
1,23
1,49
1,34
1,51
1,34
2,29
2,28
1,58
2,28
1,30
2,31
2,24
1,34
1,27
2,22
1,41
2,28
2,37
1,23
2,32
1,43
2,36
2,27
1,31
1,40
2,25
1,44
2,50
2,22
1,23
2,36
2,27
1,30
1,30
1,27
1,28
2,30
2,46
2,38
1,25
2,37
2,34
2,26
1,30
2,28
1,24
2,22
2,50
2,46
1,36
2,44
2,34
2,25
2,33
1,33
2,29
1,26
2,31
1,34
1,48
2,29
2,38
1,31
1,27
2,46
1,43
2,37
2,36
2,24
2,52
2,29
2,27
2,23
2,34
2,52
2,29
1,28
2,50
2,32
1,26
2,27
1,33
2,41
2,48
1,40
1,23
1,42
2,42
2,41
2,37
2,34
2,24
2,50
2,29
2,29
2,34
1,28
2,24
1,23
2,47
2,49
1,37
1,38
2,29
2,28
1,39
1,49
1,27
1,38
1,33
1,26
1,53
2,29
1,42
2,27
2,23
2,30
2,21
2,23
2,29
1,31
2,25
2,52
2,37
2,31
1,29
1,24
1,25
1,30
2,40
1,49
2,27
2,32
1,26
2,49
1,28
2,24
2,25
2,44
1,56
1,33
1,25
2,39
2,31
2,40
2,40
2,40
2,41
1,27
2,44
2,26
2,44
1,37
2,27
2,47
1,41
1,38
2,49
2,30
2,38
1,38
1,55
1,41
2,23
1,46
2,22
1,29
1,27
2,29
1,30
2,54
2,36
1,36
1,47
1,27
2,39
2,34
1,23
2,24
2,38
2,41
2,37
2,30
2,37
1,47
2,27
2,26
1,55
2,32
2,28
1,36
2,27
2,28
2,27
1,54
1,49
2,53
2,24
1,48
1,31
1,41
1,24
2,24
2,30
1,27
2,33
2,27
1,31
2,40
2,40
2,32
2,38
2,24
1,29
1,61
2,33
2,24
1,34
1,38
2,34
1,38
2,49
1,27
1,38
1,28
2,45
2,39
2,39
2,37
1,42
1,55
2,25
2,26
1,35
2,42
2,30
2,23
1,36
2,25
1,48
2,35
2,26
1,29
2,41
2,33
2,30
1,52
2,28
1,27
2,29
1,42
1,28
1,35
1,27
2,42
1,38
2,38
2,42
2,25
2,25
1,48
2,33
2,25
2,39
2,22
1,33
2,22
1,38
2,50
1,40
1,33
1,38
2,35
1,33
2,42
1,41
2,35
1,29
2,46
2,52
2,36
1,32
2,25
1,34
2,27
1,49
1,43
2,28
2,29
2,32
1,24
1,36
2,36
2,34
1,24
1,38
2,33
1,37
2,26
2,24
1,30
1,28
1,62
2,50
2,46
2,24
1,52
2,26
1,31
2,23
1,41
1,23
1,29
2,42
2,23
1,50
1,35
2,35
1,23
2,48
2,29
1,30
1,35
1,61
1,30
2,29
2,27
2,42
2,27
2,27
2,22
1,26
2,30
2,36
1,34
2,23
2,42
2,44
2,50
2,27
2,46
1,38
1,46
2,29
2,35
2,37
2,40
2,38
1,42
1,46
2,26
1,44
2,22
2,55
1,37
1,31
2,43
1,28
1,29
2,30
1,26
1,36
2,22
2,53
1,52
2,34
2,46
1,32
2,36
2,45
2,28
2,25
1,54
2,29
1,58
2,37
1,22
1,34
1,44
2,25
2,47
1,60
2,46
2,50
2,31
1,36
1,58
2,59
1,49
2,25
1,44
2,38
1,24
1,26
2,29
1,26
1,39
1,55
2,23
2,42
2,32
2,33
1,29
2,47
2,43
1,30
1,42
1,38
2,38
2,51
1,23
1,24
1,40
1,33
1,47
2,28
2,54
2,27
2,45
1,22
1,41
2,29
1,36
1,43
2,36
2,38
2,54
2,25
1,40
1,25
1,35
1,27
1,27
2,34
1,25
2,38
1,23
2,28
2,29
2,47
2,32
2,27
2,40
2,34
1,27
2,41
2,60
1,40
1,33
1,69
1,44
2,29
2,35
2,36
2,39
2,27
2,25
2,27
2,22
1,31
2,28
2,46
1,36
2,41
1,27
1,29
2,33
2,43
2,45
1,37
2,31
2,23
1,39
2,29
2,29
1,33
2,34
2,31
1,33
1,39
2,39
2,29
1,26
2,33
2,61
2,21
2,45
2,33
2,33
1,36
1,37
1,24
1,32
1,37
2,28
1,41
2,35
2,32
2,30
2,29
2,45
2,33
1,36
1,38
2,30
2,33
2,42
1,34
1,25
2,24
2,30
2,30
2,24
2,23
2,36
2,29
2,62
1,28
1,33
1,23
2,25
1,40
2,50
2,28
2,28
1,53
2,33
1,40
1,35
2,53
2,34
2,44
2,29
2,27
1,29
2,55
2,23
1,35
1,33
1,44
1,31
2,35
2,51
2,28
1,31
1,51
1,36
1,26
2,25
1,50
2,36
2,36
1,23
1,22
2,30
1,29
2,22
2,43
1,30
2,26
1,40
2,45
2,26
1,26
1,25
2,36
2,58
2,24
2,41
1,35
2,49
1,26
1,26
1,54
2,43
2,23
2,22
2,30
1,22
2,27
1,28
1,56
1,44
1,41
1,28
2,48
2,28
2,40
1,40
1,47
1,64
2,31
2,28
2,35
2,25
2,32
1,45
2,26
2,26
1,33
2,31
2,52
1,23
2,30
2,47
1,39
1,31
1,40
2,50
1,24
2,33
1,43
2,35
2,23
1,40
2,27
1,29
2,29
2,29
2,26
1,57
2,48
1,23
2,48
1,31
2,23
2,30
1,31
2,30
1,33
2,28
2,38
1,25
2,41
2,28
2,37
1,29
1,27
2,34
2,58
2,27
2,33
2,39
2,46
1,35
2,29
1,29
1,51
2,29
2,29
1,28
2,40
1,39
1,53
2,32
1,55
1,52
1,55
2,26
1,30
1,26
2,35
2,26
2,28
2,34
1,50
2,41
2,49
2,29
2,39
2,27
2,28
2,28
1,65
1,29
2,45
2,44
1,31
2,33
2,47
2,42
1,46
2,38
2,30
1,38
2,31
1,34
2,31
2,32
1,39
1,53
2,36
1,28
2,38
2,41
2,39
1,30
1,34
2,27
2,32
2,50
1,39
1,27
2,29
1,26
2,49
2,39
2,32
2,29
1,47
2,25
1,41
2,34
2,39
2,39
1,27
1,50
1,66
2,36
2,45
2,28
2,26
1,28
2,48
1,50
2,38
1,59
2,64
1,30
2,66
1,39
1,38
2,37
1,38
2,33
2,25
1,58
1,24
2,34
1,32
1,27
2,49
2,25
1,30
1,36
1,24
2,32
2,28
1,24
1,36
2,55
1,28
2,48
2,39
1,42
1,43
2,31
1,52
2,26
2,46
2,27
2,36
1,46
2,50
2,24
1,35
2,37
2,40
1,42
1,34
1,24
2,23
2,23
1,35
1,37
2,35
2,28
2,51
2,42
1,23
1,32
1,25
1,24
1,41
1,51
1,27
1,29
2,53
2,28
2,33
2,33
2,23
1,23
1,32
1,44
2,35
2,55
2,23
2,53
1,22
1,34
2,36
1,41
2,29
1,32
2,41
2,31
1,29
1,51
2,44
2,33
1,28
2,26
2,27
1,48
1,25
2,29
2,24
1,36
1,55
2,26
2,26
2,60
2,24
1,39
2,23
1,29
1,29
1,37
1,45
2,30
2,35
2,33
2,23
2,29
2,23
1,26
1,26
1,32
2,52
1,43
2,22
2,36
2,25
2,37
2,46
2,43
2,30
2,32
2,55
2,34
2,41
2,22
1,31
1,46
2,26
1,28
1,36
2,36
2,25
1,24
2,41
1,26
2,33
2,31
2,29
1,37
1,26
1,33
2,40
2,49
1,42
2,28
1,34
2,26
2,54
2,40
2,44
1,42
1,29
2,54
2,46
2,27
2,59
2,54
2,28
2,69
1,27
1,27
2,31
2,42
2,46
2,31
2,49
2,25
1,44
1,28
1,31
2,27
2,31
2,37
1,47
2,30
2,33
1,29
1,25
2,26
2,23
1,38
2,38
1,38
2,36
2,27
2,51
1,29
2,28
1,27
2,27
2,25
1,36
2,29
2,27
1,27
1,37
2,33
1,23
1,56
2,42
1,36
1,35
1,31
1,35
1,69
2,28
2,28
2,35
2,58
2,29
2,30
2,27
2,26
2,35
2,26
1,54
1,27
1,34
2,56
2,39
1,37
1,45
2,36
1,25
1,62
2,25
2,35
2,30
2,34
1,32
2,26
1,50
2,26
2,32
2,27
2,35
2,33
2,22
1,43
1,23
2,39
1,39
2,48
2,24
1,29
2,28
2,49
1,34
2,37
2,33
1,32
2,30
1,44
2,36
2,29
2,43
2,53
1,42
1,31
1,27
1,24
2,22
2,26
2,41
2,58
2,36
1,25
1,30
1,32
1,30
1,39
2,30
2,39
2,23
1,36
2,35
2,35
1,48
1,29
1,36
1,53
1,57
2,27
2,53
2,30
1,32
1,29
2,22
1,34
1,32
2,35
2,27
2,39
1,36
2,46
1,25
2,26
1,25
2,26
1,45
1,28
1,36
2,46
1,36
1,26
1,56
1,37
1,27
2,56
1,33
1,42
1,43
1,41
2,27
1,37
2,25
2,35
1,31
1,25
1,26
2,36
1,26
2,22
1,45
2,28
2,58
1,45
2,46
1,39
2,37
1,37
2,41
1,32
1,36
2,23
2,39
2,29
1,35
1,38
2,39
2,47
1,40
2,48
1,42
1,42
2,55
2,36
2,45
2,24
2,49
1,24
2,31
2,33
1,35
1,44
2,36
2,40
2,55
2,47
2,29
1,27
1,31
1,29
1,60
1,39
2,30
1,41
1,40
1,53
2,32
1,35
2,22
1,47
1,28
1,49
1,47
2,43
1,28
2,39
1,28
2,40
1,36
2,34
2,22
2,39
2,25
2,27
1,59
2,25
1,30
2,28
2,48
1,65
2,36
1,46
2,56
2,42
1,37
2,38
1,62
2,28
1,40
1,55
2,45
1,35
2,25
2,30
1,37
2,26
1,64
2,46
1,51
1,23
1,33
2,29
2,31
1,48
2,23
2,28
2,50
2,34
2,57
1,28
1,53
2,42
2,52
2,44
2,22
2,39
1,41
1,25
2,33
2,41
2,39
2,27
1,33
2,31
1,52
2,27
1,38
2,31
1,46
2,34
2,29
1,32
2,22
1,25
2,39
2,50
2,24
1,29
1,29
1,25
1,49
1,37
1,35
2,23
2,41
2,47
1,48
2,25
1,57
2,29
2,28
2,24
2,29
2,33
2,30
1,36
1,42
2,26
2,29
2,23
2,22
2,24
2,40
2,41
1,34
1,32
2,36
2,30
2,26
1,29
1,53
2,31
2,28
2,36
2,35
2,29
1,43
2,33
2,36
2,26
2,26
2,38
2,37
1,37
1,39
2,28
1,38
1,29
1,38
1,30
1,40
1,28
2,27
2,22
1,35
2,42
2,24
1,50
1,22
1,28
1,38
2,40
2,34
1,34
1,27
2,66
2,38
1,34
2,24
1,25
2,53
2,33
1,47
1,44
1,52
2,29
2,49
2,56
2,31
1,30
2,28
2,36
1,37
1,40
1,32
1,21
2,24
2,30
1,45
2,41
1,33
1,30
1,40
2,32
1,54
2,35
2,38
2,30
1,30
2,27
2,27
1,38
2,23
2,35
1,23
1,28
2,36
2,36
2,40
2,23
2,47
2,23
2,32
2,32
2,46
2,36
1,27
1,37
2,22
1,43
1,25
1,35
2,38
1,29
2,58
1,34
2,22
2,27
2,39
2,33
1,36
2,44
1,39
1,30
2,36
1,30
1,27
1,29
1,29
2,27
1,49
2,35
2,33
2,27
1,51
2,31
1,48
2,28
2,26
1,67
2,32
2,23
2,29
2,30
2,25
2,43
2,26
2,36
2,25
1,47
2,34
2,30
1,49
2,22
2,29
2,35
2,35
1,41
2,25
2,35
1,37
1,22
1,33
1,27
1,28
1,49
1,36
2,33
2,35
1,24
1,43
1,24
1,46
1,39
2,39
2,27
1,41
2,26
1,57
1,23
1,47
1,26
2,43
1,36
1,37
1,43
2,23
1,60
2,32
1,23
1,52
2,35
2,32
1,30
1,42
2,41
2,30
2,29
2,31
2,26
2,30
1,29
2,34
2,43
1,44
1,41
2,29
1,31
1,43
2,32
2,30
1,55
1,45
1,34
2,25
1,44
1,45
1,34
2,45
1,24
2,52
1,39
2,25
1,32
2,30
2,37
1,28
1,55
1,25
2,43
2,32
2,44
2,26
2,41
1,44
2,44
1,36
2,31
2,42
1,32
1,29
1,53
1,26
2,35
2,41
1,35
1,45
2,37
2,38
2,39
2,32
2,29
1,38
2,35
1,34
1,44
1,37
1,51
2,32
2,30
2,30
1,46
2,26
2,54
2,39
1,50
2,31
1,54
2,23
2,48
1,27
1,26
2,43
1,50
2,26
2,32
1,41
1,36
2,28
1,30
2,33
1,48
1,29
2,27
2,30
2,50
2,35
2,40
1,29
2,36
1,46
2,24
2,24
1,42
2,36
2,26
1,44
2,48
2,31
2,52
2,34
2,42
2,27
2,32
1,42
2,42
2,43
2,24
2,56
1,32
2,31
1,49
2,33
2,50
2,32
2,32
1,51
2,49
2,26
1,30
1,44
2,34
1,50
2,27
2,46
2,29
2,46
2,33
2,35
2,30
1,38
2,34
2,54
2,39
1,39
2,43
2,55
2,34
1,25
2,38
2,23
2,44
2,24
2,41
2,45
1,35
1,29
2,29
2,32
2,42
2,30
2,24
1,44
1,49
2,40
2,38
2,42
2,63
1,38
2,29
